Trial,StimulusType,Reaction,ReactionTime(ms),ErrorType
1,Non-Target,No,0,None
2,Non-Target,No,0,None
3,Non-Target,No,0,None
4,Target,Yes,552,None
5,Target,No,0,Omission
6,Non-Target,No,0,None
7,Non-Target,No,0,None
8,Non-Target,No,0,None
9,Non-Target,Yes,671,Commission
10,Non-Target,Yes,722,Commission
11,Non-Target,Yes,793,Commission
12,Target,No,0,Omission
13,Non-Target,No,0,None
14,Target,No,0,Omission
15,Non-Target,No,0,None
16,Non-Target,No,0,None
17,Non-Target,No,0,None
18,Non-Target,No,0,None
19,Target,Yes,725,None
20,Target,Yes,831,None
21,Non-Target,No,0,None
22,Non-Target,No,0,None
23,Non-Target,No,0,None
24,Non-Target,No,0,None
25,Non-Target,No,0,None
26,Non-Target,No,0,None
27,Target,Yes,752,None
28,Non-Target,No,0,None
29,Target,Yes,523,None
30,Non-Target,No,0,None
31,Target,No,0,Omission
32,Non-Target,Yes,685,Commission
33,Non-Target,No,0,None
34,Target,Yes,596,None
35,Target,Yes,279,None
36,Non-Target,No,0,None
37,Target,No,0,Omission
38,Target,Yes,806,None
39,Non-Target,No,0,None
40,Target,Yes,746,None
41,Non-Target,No,0,None
42,Non-Target,No,0,None
43,Target,Yes,572,None
44,Non-Target,No,0,None
45,Non-Target,Yes,833,Commission
46,Non-Target,No,0,None
47,Target,No,0,Omission
48,Non-Target,No,0,None
49,Target,Yes,753,None
50,Non-Target,No,0,None
51,Non-Target,No,0,None
52,Target,Yes,772,None
53,Non-Target,Yes,578,Commission
54,Non-Target,Yes,663,Commission
55,Non-Target,No,0,None
56,Non-Target,No,0,None
57,Non-Target,Yes,531,Commission
58,Non-Target,No,0,None
59,Non-Target,No,0,None
60,Non-Target,No,0,None
61,Non-Target,No,0,None
62,Target,Yes,696,None
63,Target,No,0,Omission
64,Non-Target,No,0,None
65,Non-Target,No,0,None
66,Non-Target,No,0,None
67,Non-Target,No,0,None
68,Non-Target,Yes,604,Commission
69,Target,Yes,689,None
70,Target,No,0,Omission
71,Non-Target,No,0,None
72,Non-Target,No,0,None
73,Target,No,0,Omission
74,Target,Yes,565,None
75,Target,No,0,Omission
76,Non-Target,No,0,None
77,Target,Yes,505,None
78,Target,Yes,697,None
79,Non-Target,No,0,None
80,Non-Target,Yes,698,Commission
81,Non-Target,No,0,None
82,Target,Yes,512,None
83,Non-Target,Yes,954,Commission
84,Target,Yes,368,None
85,Non-Target,Yes,556,Commission
86,Non-Target,No,0,None
87,Non-Target,Yes,547,Commission
88,Non-Target,No,0,None
89,Non-Target,No,0,None
90,Non-Target,Yes,661,Commission
91,Non-Target,No,0,None
92,Non-Target,No,0,None
93,Target,Yes,673,None
94,Non-Target,No,0,None
95,Non-Target,No,0,None
96,Non-Target,Yes,748,Commission
97,Target,Yes,868,None
98,Target,Yes,804,None
99,Target,Yes,639,None
100,Target,Yes,821,None
101,Non-Target,No,0,None
102,Non-Target,Yes,609,Commission
103,Non-Target,Yes,614,Commission
104,Non-Target,No,0,None
105,Non-Target,No,0,None
106,Target,Yes,794,None
107,Target,No,0,Omission
108,Non-Target,Yes,541,Commission
109,Non-Target,No,0,None
110,Non-Target,No,0,None
111,Non-Target,No,0,None
112,Non-Target,No,0,None
113,Non-Target,No,0,None
114,Target,No,0,Omission
115,Non-Target,No,0,None
116,Target,No,0,Omission
117,Non-Target,Yes,653,Commission
118,Non-Target,Yes,814,Commission
119,Non-Target,No,0,None
120,Non-Target,Yes,696,Commission
121,Non-Target,No,0,None
122,Target,No,0,Omission
123,Target,Yes,768,None
124,Target,No,0,Omission
125,Target,Yes,489,None
126,Non-Target,No,0,None
127,Non-Target,No,0,None
128,Non-Target,Yes,460,Commission
129,Target,Yes,798,None
130,Target,Yes,461,None
131,Non-Target,No,0,None
132,Non-Target,No,0,None
133,Non-Target,Yes,768,Commission
134,Non-Target,No,0,None
135,Target,Yes,494,None
136,Target,Yes,614,None
137,Non-Target,No,0,None
138,Non-Target,No,0,None
139,Non-Target,No,0,None
140,Non-Target,No,0,None
141,Non-Target,No,0,None
142,Non-Target,No,0,None
143,Non-Target,No,0,None
144,Non-Target,No,0,None
145,Non-Target,Yes,485,Commission
146,Target,Yes,562,None
147,Target,Yes,263,None
148,Non-Target,No,0,None
149,Target,Yes,714,None
150,Target,Yes,599,None
151,Non-Target,Yes,1035,Commission
152,Non-Target,No,0,None
153,Target,No,0,Omission
154,Target,No,0,Omission
155,Target,Yes,555,None
156,Target,Yes,521,None
157,Target,No,0,Omission
158,Non-Target,Yes,916,Commission
159,Non-Target,No,0,None
160,Target,Yes,851,None
161,Non-Target,No,0,None
162,Non-Target,Yes,520,Commission
163,Target,Yes,658,None
164,Non-Target,No,0,None
165,Non-Target,No,0,None
166,Target,Yes,789,None
167,Non-Target,No,0,None
168,Target,Yes,698,None
169,Target,No,0,Omission
170,Target,Yes,833,None
171,Non-Target,No,0,None
172,Non-Target,No,0,None
173,Non-Target,No,0,None
174,Target,Yes,780,None
175,Non-Target,No,0,None
176,Non-Target,Yes,690,Commission
177,Target,Yes,772,None
178,Non-Target,No,0,None
179,Non-Target,Yes,538,Commission
180,Target,Yes,729,None
181,Target,Yes,520,None
182,Non-Target,Yes,793,Commission
183,Non-Target,No,0,None
184,Non-Target,No,0,None
185,Target,Yes,819,None
186,Target,Yes,680,None
187,Non-Target,No,0,None
188,Non-Target,No,0,None
189,Non-Target,No,0,None
190,Target,Yes,566,None
191,Non-Target,No,0,None
192,Non-Target,No,0,None
193,Target,Yes,849,None
194,Non-Target,No,0,None
195,Non-Target,No,0,None
196,Target,Yes,434,None
197,Target,Yes,805,None
198,Target,Yes,739,None
199,Non-Target,No,0,None
200,Target,No,0,Omission
201,Non-Target,Yes,403,Commission
202,Non-Target,No,0,None
203,Non-Target,No,0,None
204,Non-Target,No,0,None
205,Non-Target,No,0,None
206,Non-Target,No,0,None
207,Non-Target,Yes,578,Commission
208,Non-Target,No,0,None
209,Target,Yes,691,None
210,Non-Target,No,0,None
211,Non-Target,No,0,None
212,Non-Target,Yes,722,Commission
213,Non-Target,No,0,None
214,Non-Target,No,0,None
215,Non-Target,No,0,None
216,Non-Target,Yes,547,Commission
217,Non-Target,No,0,None
218,Non-Target,No,0,None
219,Non-Target,Yes,777,Commission
220,Non-Target,No,0,None
221,Target,Yes,696,None
222,Target,Yes,845,None
223,Non-Target,Yes,444,Commission
224,Non-Target,No,0,None
225,Target,No,0,Omission
226,Non-Target,No,0,None
227,Non-Target,No,0,None
228,Non-Target,No,0,None
229,Non-Target,No,0,None
230,Non-Target,No,0,None
231,Non-Target,No,0,None
232,Target,Yes,711,None
233,Non-Target,No,0,None
234,Non-Target,Yes,507,Commission
235,Non-Target,No,0,None
