Trial,StimulusType,Reaction,ReactionTime(ms),ErrorType
1,Non-Target,No,0,None
2,Non-Target,No,0,None
3,Non-Target,Yes,831,Commission
4,Non-Target,No,0,None
5,Non-Target,No,0,None
6,Non-Target,Yes,513,Commission
7,Target,Yes,767,None
8,Non-Target,No,0,None
9,Non-Target,No,0,None
10,Non-Target,No,0,None
11,Non-Target,No,0,None
12,Target,Yes,731,None
13,Target,Yes,879,None
14,Target,Yes,853,None
15,Non-Target,No,0,None
16,Target,Yes,685,None
17,Non-Target,No,0,None
18,Non-Target,Yes,809,Commission
19,Non-Target,Yes,745,Commission
20,Non-Target,No,0,None
21,Non-Target,No,0,None
22,Non-Target,No,0,None
23,Non-Target,No,0,None
24,Target,Yes,669,None
25,Target,Yes,770,None
26,Non-Target,No,0,None
27,Non-Target,No,0,None
28,Non-Target,Yes,904,Commission
29,Non-Target,No,0,None
30,Non-Target,No,0,None
31,Non-Target,No,0,None
32,Non-Target,No,0,None
33,Non-Target,Yes,658,Commission
34,Non-Target,No,0,None
35,Non-Target,No,0,None
36,Non-Target,No,0,None
37,Target,No,0,Omission
38,Target,No,0,Omission
39,Non-Target,No,0,None
40,Non-Target,No,0,None
41,Target,No,0,Omission
42,Non-Target,No,0,None
43,Non-Target,No,0,None
44,Target,Yes,958,None
45,Non-Target,No,0,None
46,Non-Target,Yes,723,Commission
47,Target,Yes,737,None
48,Non-Target,No,0,None
49,Target,Yes,697,None
50,Non-Target,No,0,None
51,Target,Yes,585,None
52,Non-Target,No,0,None
53,Non-Target,No,0,None
54,Non-Target,No,0,None
55,Non-Target,No,0,None
56,Non-Target,No,0,None
57,Non-Target,No,0,None
58,Non-Target,No,0,None
59,Non-Target,No,0,None
60,Target,Yes,678,None
61,Non-Target,No,0,None
62,Non-Target,No,0,None
63,Non-Target,No,0,None
64,Target,Yes,746,None
65,Target,Yes,527,None
66,Non-Target,No,0,None
67,Non-Target,Yes,703,Commission
68,Non-Target,No,0,None
69,Target,Yes,701,None
70,Non-Target,No,0,None
71,Non-Target,No,0,None
72,Non-Target,No,0,None
73,Non-Target,No,0,None
74,Non-Target,No,0,None
75,Target,Yes,768,None
76,Non-Target,Yes,815,Commission
77,Non-Target,No,0,None
78,Target,Yes,461,None
79,Non-Target,No,0,None
80,Non-Target,Yes,961,Commission
81,Non-Target,No,0,None
82,Non-Target,No,0,None
83,Non-Target,No,0,None
84,Target,Yes,696,None
85,Target,Yes,780,None
86,Non-Target,Yes,616,Commission
87,Non-Target,No,0,None
88,Non-Target,No,0,None
89,Non-Target,No,0,None
90,Non-Target,No,0,None
91,Target,Yes,571,None
92,Non-Target,No,0,None
93,Non-Target,No,0,None
94,Non-Target,No,0,None
95,Non-Target,No,0,None
96,Non-Target,Yes,744,Commission
97,Non-Target,Yes,1108,Commission
98,Target,Yes,765,None
99,Non-Target,No,0,None
100,Target,Yes,810,None
101,Non-Target,Yes,680,Commission
102,Target,Yes,723,None
103,Non-Target,No,0,None
104,Target,Yes,668,None
105,Non-Target,No,0,None
106,Non-Target,Yes,723,Commission
107,Target,Yes,654,None
108,Target,Yes,606,None
109,Non-Target,No,0,None
110,Non-Target,No,0,None
111,Target,Yes,720,None
112,Target,Yes,924,None
113,Non-Target,No,0,None
114,Non-Target,Yes,670,Commission
115,Non-Target,Yes,728,Commission
116,Non-Target,No,0,None
117,Non-Target,No,0,None
118,Non-Target,Yes,995,Commission
119,Non-Target,No,0,None
120,Non-Target,No,0,None
121,Non-Target,No,0,None
122,Non-Target,No,0,None
123,Non-Target,No,0,None
124,Non-Target,No,0,None
125,Non-Target,No,0,None
126,Target,Yes,796,None
127,Non-Target,No,0,None
128,Target,Yes,726,None
129,Non-Target,No,0,None
130,Non-Target,Yes,788,Commission
131,Non-Target,Yes,834,Commission
132,Non-Target,No,0,None
133,Non-Target,No,0,None
134,Non-Target,No,0,None
135,Non-Target,Yes,765,Commission
136,Non-Target,No,0,None
137,Non-Target,Yes,771,Commission
138,Non-Target,No,0,None
139,Non-Target,No,0,None
140,Non-Target,No,0,None
141,Non-Target,No,0,None
142,Target,Yes,748,None
143,Non-Target,No,0,None
144,Non-Target,No,0,None
145,Non-Target,No,0,None
146,Non-Target,Yes,806,Commission
147,Non-Target,No,0,None
148,Target,Yes,869,None
149,Target,Yes,692,None
150,Non-Target,No,0,None
151,Non-Target,Yes,925,Commission
152,Target,Yes,762,None
153,Non-Target,No,0,None
154,Target,Yes,685,None
155,Non-Target,No,0,None
156,Non-Target,No,0,None
157,Non-Target,Yes,862,Commission
158,Non-Target,No,0,None
159,Target,Yes,717,None
160,Non-Target,No,0,None
161,Non-Target,No,0,None
162,Non-Target,No,0,None
163,Non-Target,No,0,None
164,Non-Target,No,0,None
165,Non-Target,No,0,None
166,Non-Target,Yes,900,Commission
167,Target,Yes,979,None
168,Non-Target,No,0,None
169,Non-Target,No,0,None
170,Target,Yes,750,None
171,Target,Yes,446,None
172,Target,Yes,778,None
173,Non-Target,Yes,629,Commission
174,Non-Target,No,0,None
175,Non-Target,Yes,705,Commission
176,Target,No,0,Omission
177,Target,Yes,828,None
178,Non-Target,No,0,None
179,Non-Target,No,0,None
180,Non-Target,No,0,None
181,Target,Yes,666,None
182,Target,Yes,726,None
183,Target,No,0,Omission
184,Non-Target,Yes,838,Commission
185,Target,Yes,962,None
186,Non-Target,No,0,None
187,Target,Yes,975,None
188,Non-Target,No,0,None
189,Non-Target,No,0,None
190,Non-Target,No,0,None
191,Target,No,0,Omission
192,Non-Target,Yes,756,Commission
193,Non-Target,No,0,None
194,Target,Yes,647,None
195,Non-Target,No,0,None
196,Target,Yes,693,None
197,Target,Yes,884,None
198,Non-Target,No,0,None
199,Target,Yes,660,None
200,Target,Yes,785,None
201,Non-Target,No,0,None
202,Non-Target,No,0,None
203,Non-Target,No,0,None
204,Non-Target,No,0,None
205,Non-Target,No,0,None
206,Target,Yes,689,None
207,Target,Yes,755,None
208,Target,Yes,743,None
209,Non-Target,No,0,None
210,Non-Target,No,0,None
211,Non-Target,No,0,None
212,Target,Yes,721,None
213,Target,Yes,621,None
214,Target,No,0,Omission
215,Target,Yes,895,None
216,Non-Target,No,0,None
217,Target,Yes,743,None
218,Non-Target,No,0,None
219,Target,Yes,705,None
220,Target,Yes,841,None
221,Target,Yes,820,None
222,Target,No,0,Omission
223,Target,Yes,635,None
224,Non-Target,No,0,None
225,Non-Target,No,0,None
226,Non-Target,No,0,None
227,Non-Target,No,0,None
228,Non-Target,No,0,None
229,Target,Yes,775,None
230,Non-Target,No,0,None
231,Target,No,0,Omission
232,Non-Target,No,0,None
233,Non-Target,Yes,760,Commission
234,Target,No,0,Omission
235,Non-Target,No,0,None
236,Non-Target,No,0,None
237,Target,Yes,661,None
