Trial,StimulusType,Reaction,ReactionTime(ms),ErrorType
1,Non-Target,No,0,None
2,Target,No,0,Omission
3,Target,Yes,572,None
4,Target,Yes,426,None
5,Target,Yes,696,None
6,Non-Target,No,0,None
7,Non-Target,No,0,None
8,Target,Yes,728,None
9,Non-Target,No,0,None
10,Non-Target,No,0,None
11,Non-Target,No,0,None
12,Non-Target,No,0,None
13,Target,Yes,689,None
14,Non-Target,No,0,None
15,Non-Target,No,0,None
16,Target,Yes,457,None
17,Non-Target,No,0,None
18,Non-Target,No,0,None
19,Non-Target,No,0,None
20,Target,Yes,504,None
21,Non-Target,Yes,676,Commission
22,Non-Target,No,0,None
23,Non-Target,No,0,None
24,Non-Target,No,0,None
25,Non-Target,No,0,None
26,Non-Target,No,0,None
27,Non-Target,No,0,None
28,Target,Yes,875,None
29,Non-Target,No,0,None
30,Non-Target,No,0,None
31,Non-Target,No,0,None
32,Non-Target,No,0,None
33,Non-Target,No,0,None
34,Target,Yes,374,None
35,Non-Target,No,0,None
36,Non-Target,No,0,None
37,Target,Yes,726,None
38,Non-Target,No,0,None
39,Non-Target,No,0,None
40,Non-Target,No,0,None
41,Non-Target,No,0,None
42,Non-Target,No,0,None
43,Non-Target,Yes,527,Commission
44,Non-Target,No,0,None
45,Non-Target,No,0,None
46,Non-Target,No,0,None
47,Non-Target,No,0,None
48,Target,Yes,426,None
49,Non-Target,No,0,None
50,Target,Yes,638,None
51,Non-Target,No,0,None
52,Non-Target,No,0,None
53,Non-Target,No,0,None
54,Target,No,0,Omission
55,Non-Target,No,0,None
56,Non-Target,No,0,None
57,Target,Yes,602,None
58,Non-Target,No,0,None
59,Non-Target,No,0,None
60,Non-Target,No,0,None
61,Non-Target,No,0,None
62,Non-Target,Yes,808,Commission
63,Non-Target,No,0,None
64,Target,Yes,624,None
65,Target,Yes,823,None
66,Target,Yes,474,None
67,Non-Target,No,0,None
68,Non-Target,No,0,None
69,Non-Target,No,0,None
70,Target,Yes,885,None
71,Non-Target,No,0,None
72,Non-Target,No,0,None
73,Non-Target,No,0,None
74,Target,Yes,737,None
75,Target,Yes,631,None
76,Non-Target,No,0,None
77,Non-Target,No,0,None
78,Non-Target,No,0,None
79,Non-Target,No,0,None
80,Target,Yes,688,None
81,Target,No,0,Omission
82,Non-Target,No,0,None
83,Non-Target,No,0,None
84,Target,Yes,598,None
85,Non-Target,No,0,None
86,Non-Target,No,0,None
87,Target,Yes,645,None
88,Non-Target,No,0,None
89,Non-Target,Yes,710,Commission
90,Non-Target,No,0,None
91,Non-Target,Yes,722,Commission
92,Target,No,0,Omission
93,Target,Yes,535,None
94,Target,Yes,779,None
95,Non-Target,No,0,None
96,Non-Target,No,0,None
97,Non-Target,Yes,697,Commission
98,Non-Target,No,0,None
99,Non-Target,No,0,None
100,Non-Target,No,0,None
101,Non-Target,No,0,None
102,Non-Target,Yes,745,Commission
103,Non-Target,No,0,None
104,Non-Target,No,0,None
105,Non-Target,No,0,None
106,Target,Yes,729,None
107,Non-Target,No,0,None
108,Non-Target,No,0,None
109,Target,Yes,528,None
110,Non-Target,No,0,None
111,Target,No,0,Omission
112,Target,No,0,Omission
113,Non-Target,No,0,None
114,Non-Target,No,0,None
115,Non-Target,No,0,None
116,Non-Target,No,0,None
117,Non-Target,No,0,None
118,Non-Target,No,0,None
119,Non-Target,No,0,None
120,Non-Target,No,0,None
121,Non-Target,No,0,None
122,Target,Yes,417,None
123,Non-Target,No,0,None
124,Target,Yes,433,None
125,Target,Yes,438,None
126,Target,Yes,679,None
127,Target,Yes,522,None
128,Target,Yes,568,None
129,Non-Target,No,0,None
130,Target,Yes,569,None
131,Non-Target,No,0,None
132,Non-Target,No,0,None
133,Non-Target,No,0,None
134,Non-Target,No,0,None
135,Target,No,0,Omission
136,Target,Yes,589,None
137,Target,Yes,520,None
138,Non-Target,No,0,None
139,Non-Target,No,0,None
140,Target,Yes,568,None
141,Non-Target,No,0,None
142,Non-Target,No,0,None
143,Target,No,0,Omission
144,Non-Target,No,0,None
145,Non-Target,No,0,None
146,Non-Target,No,0,None
147,Non-Target,No,0,None
148,Target,Yes,771,None
149,Non-Target,No,0,None
150,Target,Yes,573,None
151,Target,No,0,Omission
152,Non-Target,Yes,720,Commission
153,Non-Target,No,0,None
154,Target,Yes,698,None
155,Non-Target,No,0,None
156,Target,Yes,502,None
157,Non-Target,No,0,None
158,Non-Target,No,0,None
159,Target,Yes,591,None
160,Non-Target,No,0,None
161,Non-Target,No,0,None
162,Non-Target,No,0,None
163,Target,Yes,495,None
164,Non-Target,Yes,487,Commission
165,Non-Target,No,0,None
166,Target,Yes,590,None
167,Non-Target,No,0,None
168,Non-Target,No,0,None
169,Non-Target,No,0,None
170,Target,No,0,Omission
171,Target,Yes,582,None
172,Non-Target,No,0,None
173,Non-Target,No,0,None
174,Non-Target,No,0,None
175,Non-Target,No,0,None
176,Target,Yes,463,None
177,Target,No,0,Omission
178,Target,Yes,742,None
179,Non-Target,No,0,None
180,Non-Target,No,0,None
181,Target,Yes,717,None
182,Non-Target,No,0,None
183,Non-Target,No,0,None
184,Non-Target,No,0,None
185,Non-Target,No,0,None
186,Non-Target,No,0,None
187,Non-Target,No,0,None
188,Non-Target,No,0,None
189,Target,Yes,618,None
190,Target,Yes,711,None
191,Non-Target,No,0,None
192,Non-Target,No,0,None
193,Non-Target,No,0,None
194,Target,Yes,796,None
195,Target,Yes,551,None
196,Target,Yes,692,None
197,Non-Target,No,0,None
198,Non-Target,No,0,None
199,Non-Target,No,0,None
200,Non-Target,Yes,804,Commission
201,Non-Target,Yes,647,Commission
202,Non-Target,No,0,None
203,Non-Target,Yes,580,Commission
204,Target,Yes,491,None
205,Non-Target,No,0,None
