Trial,StimulusType,Reaction,ReactionTime(ms),ErrorType
1,Non-Target,No,0,None
2,Non-Target,No,0,None
3,Non-Target,No,0,None
4,Target,Yes,275,None
5,Non-Target,No,0,None
6,Non-Target,No,0,None
7,Target,Yes,345,None
8,Non-Target,Yes,281,Commission
9,Non-Target,No,0,None
10,Non-Target,No,0,None
11,Non-Target,No,0,None
12,Non-Target,No,0,None
13,Non-Target,No,0,None
14,Target,Yes,198,None
15,Non-Target,No,0,None
16,Non-Target,No,0,None
17,Non-Target,No,0,None
18,Target,Yes,368,None
19,Target,Yes,159,None
20,Non-Target,No,0,None
21,Non-Target,No,0,None
22,Non-Target,No,0,None
23,Non-Target,No,0,None
24,Non-Target,No,0,None
25,Non-Target,Yes,361,Commission
26,Non-Target,No,0,None
27,Non-Target,No,0,None
28,Non-Target,No,0,None
29,Non-Target,No,0,None
30,Target,Yes,245,None
31,Non-Target,No,0,None
32,Target,Yes,271,None
33,Target,Yes,203,None
34,Target,No,0,Omission
35,Non-Target,No,0,None
36,Target,Yes,242,None
37,Target,Yes,162,None
38,Non-Target,No,0,None
39,Non-Target,Yes,199,Commission
40,Non-Target,No,0,None
41,Non-Target,No,0,None
42,Non-Target,No,0,None
43,Target,Yes,306,None
44,Non-Target,No,0,None
45,Non-Target,No,0,None
46,Non-Target,No,0,None
47,Non-Target,No,0,None
48,Target,Yes,236,None
49,Non-Target,No,0,None
50,Non-Target,No,0,None
51,Non-Target,No,0,None
52,Non-Target,No,0,None
53,Target,Yes,371,None
54,Non-Target,No,0,None
55,Non-Target,No,0,None
56,Target,Yes,334,None
57,Target,Yes,316,None
58,Non-Target,No,0,None
59,Non-Target,No,0,None
60,Non-Target,No,0,None
61,Non-Target,No,0,None
62,Non-Target,No,0,None
63,Non-Target,No,0,None
64,Non-Target,No,0,None
65,Non-Target,No,0,None
66,Non-Target,No,0,None
67,Target,Yes,210,None
68,Target,No,0,Omission
69,Non-Target,Yes,373,Commission
70,Target,Yes,225,None
71,Target,Yes,169,None
72,Non-Target,No,0,None
73,Target,Yes,255,None
74,Non-Target,Yes,341,Commission
75,Target,Yes,148,None
76,Non-Target,No,0,None
77,Target,Yes,293,None
78,Non-Target,No,0,None
79,Target,Yes,396,None
80,Non-Target,No,0,None
81,Target,Yes,310,None
82,Target,Yes,168,None
83,Non-Target,No,0,None
84,Non-Target,No,0,None
85,Non-Target,Yes,201,Commission
86,Non-Target,No,0,None
87,Target,Yes,198,None
88,Non-Target,No,0,None
89,Target,Yes,117,None
90,Non-Target,No,0,None
91,Non-Target,No,0,None
92,Non-Target,No,0,None
93,Target,Yes,295,None
94,Non-Target,No,0,None
95,Non-Target,No,0,None
96,Non-Target,No,0,None
97,Non-Target,No,0,None
98,Non-Target,No,0,None
99,Non-Target,No,0,None
100,Target,Yes,225,None
101,Non-Target,No,0,None
102,Non-Target,No,0,None
103,Target,Yes,280,None
104,Non-Target,No,0,None
105,Non-Target,No,0,None
106,Non-Target,No,0,None
107,Non-Target,No,0,None
108,Non-Target,No,0,None
109,Non-Target,No,0,None
110,Non-Target,No,0,None
111,Target,Yes,139,None
112,Non-Target,No,0,None
113,Non-Target,No,0,None
114,Non-Target,No,0,None
115,Target,Yes,395,None
116,Target,Yes,360,None
117,Non-Target,No,0,None
118,Non-Target,No,0,None
119,Target,Yes,229,None
120,Non-Target,No,0,None
121,Non-Target,No,0,None
122,Non-Target,No,0,None
123,Target,Yes,224,None
124,Non-Target,No,0,None
125,Non-Target,No,0,None
126,Non-Target,Yes,283,Commission
127,Target,Yes,208,None
128,Target,Yes,198,None
129,Non-Target,No,0,None
130,Non-Target,No,0,None
131,Non-Target,No,0,None
132,Non-Target,No,0,None
133,Non-Target,No,0,None
134,Non-Target,No,0,None
135,Target,Yes,240,None
136,Target,Yes,252,None
137,Target,Yes,188,None
138,Target,Yes,231,None
139,Non-Target,No,0,None
140,Non-Target,No,0,None
141,Non-Target,No,0,None
142,Non-Target,No,0,None
143,Non-Target,No,0,None
144,Non-Target,No,0,None
145,Non-Target,No,0,None
146,Non-Target,No,0,None
147,Non-Target,No,0,None
148,Target,Yes,147,None
149,Target,Yes,150,None
150,Target,Yes,263,None
151,Non-Target,No,0,None
152,Non-Target,No,0,None
153,Non-Target,No,0,None
154,Target,Yes,263,None
155,Target,Yes,306,None
156,Target,Yes,227,None
157,Target,Yes,121,None
158,Non-Target,No,0,None
159,Non-Target,No,0,None
160,Non-Target,No,0,None
161,Non-Target,No,0,None
162,Non-Target,No,0,None
163,Non-Target,No,0,None
164,Non-Target,No,0,None
165,Non-Target,No,0,None
166,Target,Yes,313,None
167,Non-Target,No,0,None
168,Non-Target,No,0,None
169,Target,Yes,214,None
170,Non-Target,No,0,None
171,Non-Target,No,0,None
172,Non-Target,No,0,None
173,Non-Target,No,0,None
174,Target,Yes,268,None
175,Non-Target,No,0,None
176,Target,Yes,303,None
177,Non-Target,No,0,None
178,Non-Target,No,0,None
179,Non-Target,No,0,None
180,Non-Target,No,0,None
181,Target,Yes,269,None
182,Non-Target,No,0,None
183,Non-Target,No,0,None
184,Non-Target,No,0,None
185,Non-Target,No,0,None
186,Non-Target,No,0,None
187,Non-Target,No,0,None
188,Non-Target,No,0,None
189,Non-Target,No,0,None
190,Non-Target,No,0,None
191,Non-Target,No,0,None
192,Target,Yes,329,None
193,Non-Target,No,0,None
194,Non-Target,No,0,None
195,Non-Target,No,0,None
196,Non-Target,No,0,None
197,Non-Target,No,0,None
198,Non-Target,No,0,None
199,Non-Target,No,0,None
200,Non-Target,No,0,None
201,Non-Target,No,0,None
202,Non-Target,No,0,None
203,Non-Target,No,0,None
204,Non-Target,No,0,None
205,Target,Yes,223,None
206,Non-Target,No,0,None
207,Target,Yes,221,None
208,Target,No,0,Omission
209,Non-Target,No,0,None
210,Non-Target,No,0,None
211,Non-Target,No,0,None
212,Non-Target,No,0,None
213,Target,No,0,Omission
214,Non-Target,No,0,None
215,Target,Yes,340,None
216,Non-Target,No,0,None
217,Non-Target,No,0,None
218,Non-Target,No,0,None
219,Target,Yes,178,None
220,Non-Target,No,0,None
221,Non-Target,No,0,None
222,Target,Yes,300,None
223,Non-Target,No,0,None
224,Target,Yes,331,None
225,Target,Yes,225,None
226,Target,Yes,179,None
227,Non-Target,No,0,None
228,Non-Target,No,0,None
229,Non-Target,No,0,None
230,Non-Target,No,0,None
231,Non-Target,No,0,None
232,Target,Yes,158,None
233,Non-Target,No,0,None
234,Non-Target,No,0,None
235,Target,No,0,Omission
236,Non-Target,No,0,None
237,Non-Target,No,0,None
238,Target,Yes,264,None
239,Target,No,0,Omission
240,Target,Yes,174,None
241,Target,Yes,276,None
242,Non-Target,No,0,None
243,Non-Target,No,0,None
244,Non-Target,No,0,None
