Trial,StimulusType,Reaction,ReactionTime(ms),ErrorType
1,Target,No,0,Omission
2,Non-Target,No,0,None
3,Target,Yes,320,None
4,Non-Target,No,0,None
5,Target,Yes,331,None
6,Target,Yes,298,None
7,Non-Target,No,0,None
8,Non-Target,No,0,None
9,Non-Target,No,0,None
10,Non-Target,No,0,None
11,Target,Yes,289,None
12,Non-Target,No,0,None
13,Non-Target,No,0,None
14,Non-Target,No,0,None
15,Non-Target,No,0,None
16,Non-Target,No,0,None
17,Target,Yes,326,None
18,Non-Target,Yes,280,Commission
19,Non-Target,No,0,None
20,Non-Target,No,0,None
21,Non-Target,No,0,None
22,Non-Target,No,0,None
23,Non-Target,No,0,None
24,Non-Target,No,0,None
25,Target,Yes,305,None
26,Non-Target,No,0,None
27,Non-Target,No,0,None
28,Target,Yes,323,None
29,Non-Target,No,0,None
30,Non-Target,No,0,None
31,Target,Yes,308,None
32,Non-Target,No,0,None
33,Non-Target,No,0,None
34,Target,Yes,307,None
35,Non-Target,No,0,None
36,Non-Target,No,0,None
37,Non-Target,No,0,None
38,Target,No,0,Omission
39,Target,Yes,359,None
40,Target,Yes,263,None
41,Target,Yes,314,None
42,Non-Target,No,0,None
43,Non-Target,No,0,None
44,Target,Yes,250,None
45,Target,Yes,291,None
46,Target,Yes,333,None
47,Non-Target,No,0,None
48,Non-Target,No,0,None
49,Non-Target,No,0,None
50,Non-Target,No,0,None
51,Non-Target,No,0,None
52,Non-Target,No,0,None
53,Non-Target,No,0,None
54,Non-Target,No,0,None
55,Non-Target,No,0,None
56,Non-Target,No,0,None
57,Non-Target,No,0,None
58,Non-Target,No,0,None
59,Non-Target,No,0,None
60,Non-Target,No,0,None
61,Non-Target,No,0,None
62,Non-Target,No,0,None
63,Non-Target,No,0,None
64,Non-Target,No,0,None
65,Non-Target,No,0,None
66,Non-Target,No,0,None
67,Non-Target,No,0,None
68,Non-Target,No,0,None
69,Target,Yes,286,None
70,Target,Yes,331,None
71,Target,Yes,312,None
72,Non-Target,Yes,330,Commission
73,Target,Yes,299,None
74,Non-Target,No,0,None
75,Non-Target,No,0,None
76,Target,Yes,324,None
77,Target,Yes,330,None
78,Non-Target,No,0,None
79,Non-Target,No,0,None
80,Non-Target,No,0,None
81,Non-Target,No,0,None
82,Target,Yes,297,None
83,Non-Target,No,0,None
84,Non-Target,No,0,None
85,Target,Yes,304,None
86,Non-Target,No,0,None
87,Target,Yes,325,None
88,Target,No,0,Omission
89,Non-Target,No,0,None
90,Target,No,0,Omission
91,Non-Target,Yes,323,Commission
92,Non-Target,No,0,None
93,Non-Target,No,0,None
94,Non-Target,No,0,None
95,Non-Target,No,0,None
96,Target,Yes,304,None
97,Target,Yes,256,None
98,Non-Target,No,0,None
99,Non-Target,No,0,None
100,Non-Target,No,0,None
101,Non-Target,No,0,None
102,Non-Target,No,0,None
103,Target,Yes,341,None
104,Non-Target,No,0,None
105,Non-Target,No,0,None
106,Non-Target,No,0,None
107,Target,No,0,Omission
108,Non-Target,No,0,None
109,Non-Target,No,0,None
110,Non-Target,No,0,None
111,Non-Target,No,0,None
112,Non-Target,No,0,None
113,Non-Target,No,0,None
114,Non-Target,No,0,None
115,Non-Target,No,0,None
116,Target,Yes,279,None
117,Non-Target,No,0,None
118,Non-Target,No,0,None
119,Non-Target,No,0,None
120,Target,Yes,368,None
121,Target,Yes,307,None
122,Non-Target,No,0,None
123,Non-Target,No,0,None
124,Non-Target,No,0,None
125,Non-Target,No,0,None
126,Target,Yes,320,None
127,Target,Yes,285,None
128,Non-Target,No,0,None
129,Target,Yes,299,None
130,Non-Target,No,0,None
131,Target,Yes,355,None
132,Non-Target,No,0,None
133,Non-Target,No,0,None
134,Non-Target,No,0,None
135,Target,Yes,339,None
136,Non-Target,No,0,None
137,Non-Target,No,0,None
138,Non-Target,No,0,None
139,Non-Target,No,0,None
140,Non-Target,No,0,None
141,Non-Target,No,0,None
142,Non-Target,No,0,None
143,Non-Target,No,0,None
144,Non-Target,No,0,None
145,Non-Target,No,0,None
146,Non-Target,No,0,None
147,Non-Target,No,0,None
148,Non-Target,No,0,None
149,Target,Yes,312,None
150,Target,Yes,302,None
151,Non-Target,No,0,None
152,Target,Yes,331,None
153,Non-Target,No,0,None
154,Target,Yes,286,None
155,Non-Target,No,0,None
156,Non-Target,Yes,348,Commission
157,Non-Target,No,0,None
158,Target,Yes,316,None
159,Non-Target,No,0,None
160,Non-Target,No,0,None
161,Non-Target,No,0,None
162,Target,Yes,339,None
163,Target,Yes,280,None
164,Non-Target,No,0,None
165,Target,Yes,315,None
166,Target,Yes,311,None
167,Target,Yes,274,None
168,Non-Target,No,0,None
169,Target,Yes,348,None
170,Target,Yes,287,None
171,Non-Target,No,0,None
172,Non-Target,No,0,None
173,Target,Yes,318,None
174,Non-Target,No,0,None
175,Non-Target,No,0,None
176,Non-Target,No,0,None
177,Non-Target,No,0,None
178,Non-Target,No,0,None
179,Non-Target,No,0,None
180,Non-Target,No,0,None
181,Non-Target,No,0,None
182,Non-Target,No,0,None
183,Non-Target,No,0,None
184,Non-Target,No,0,None
185,Non-Target,No,0,None
186,Non-Target,No,0,None
187,Target,Yes,367,None
188,Non-Target,No,0,None
189,Non-Target,No,0,None
190,Non-Target,No,0,None
191,Non-Target,No,0,None
192,Non-Target,No,0,None
193,Non-Target,No,0,None
194,Non-Target,No,0,None
195,Non-Target,No,0,None
196,Non-Target,No,0,None
197,Non-Target,No,0,None
198,Non-Target,No,0,None
199,Non-Target,No,0,None
200,Non-Target,No,0,None
201,Target,Yes,321,None
202,Non-Target,No,0,None
203,Non-Target,No,0,None
204,Non-Target,No,0,None
205,Target,Yes,326,None
206,Target,Yes,296,None
207,Non-Target,No,0,None
208,Non-Target,No,0,None
209,Target,Yes,328,None
210,Target,Yes,300,None
211,Target,Yes,350,None
212,Target,Yes,343,None
213,Non-Target,No,0,None
214,Non-Target,No,0,None
215,Non-Target,No,0,None
216,Target,Yes,279,None
217,Non-Target,No,0,None
218,Non-Target,No,0,None
219,Non-Target,No,0,None
220,Non-Target,No,0,None
221,Non-Target,No,0,None
222,Target,Yes,332,None
223,Non-Target,No,0,None
224,Non-Target,No,0,None
225,Non-Target,No,0,None
226,Non-Target,No,0,None
227,Non-Target,No,0,None
228,Non-Target,No,0,None
229,Non-Target,No,0,None
230,Target,Yes,344,None
231,Non-Target,No,0,None
232,Non-Target,No,0,None
233,Target,Yes,297,None
234,Non-Target,No,0,None
235,Target,Yes,329,None
236,Target,Yes,343,None
237,Non-Target,No,0,None
238,Non-Target,No,0,None
239,Non-Target,No,0,None
240,Non-Target,No,0,None
241,Non-Target,No,0,None
242,Non-Target,No,0,None
243,Non-Target,No,0,None
244,Non-Target,No,0,None
245,Non-Target,No,0,None
246,Target,Yes,301,None
247,Non-Target,Yes,311,Commission
248,Non-Target,No,0,None
249,Non-Target,No,0,None
250,Target,Yes,302,None
251,Non-Target,No,0,None
252,Target,Yes,349,None
253,Non-Target,No,0,None
254,Non-Target,No,0,None
255,Target,Yes,304,None
256,Non-Target,No,0,None
257,Non-Target,No,0,None
258,Non-Target,No,0,None
259,Target,No,0,Omission
260,Non-Target,No,0,None
261,Target,No,0,Omission
262,Non-Target,No,0,None
263,Target,Yes,280,None
264,Non-Target,No,0,None
265,Non-Target,No,0,None
266,Target,No,0,Omission
267,Target,No,0,Omission
268,Non-Target,No,0,None
269,Target,Yes,325,None
270,Non-Target,No,0,None
271,Target,Yes,340,None
272,Non-Target,Yes,316,Commission
273,Target,Yes,282,None
274,Non-Target,No,0,None
275,Non-Target,No,0,None
276,Target,Yes,321,None
277,Target,Yes,282,None
278,Non-Target,No,0,None
279,Non-Target,No,0,None
280,Non-Target,No,0,None
281,Non-Target,No,0,None
282,Non-Target,No,0,None
283,Non-Target,No,0,None
284,Non-Target,No,0,None
285,Non-Target,No,0,None
286,Non-Target,No,0,None
287,Non-Target,No,0,None
288,Non-Target,No,0,None
289,Non-Target,No,0,None
290,Target,Yes,297,None
291,Target,Yes,307,None
292,Target,Yes,295,None
293,Target,Yes,325,None
294,Non-Target,No,0,None
295,Target,Yes,284,None
296,Non-Target,No,0,None
297,Non-Target,No,0,None
298,Target,Yes,335,None
299,Non-Target,No,0,None
300,Non-Target,No,0,None
301,Target,Yes,301,None
302,Target,Yes,292,None
303,Non-Target,No,0,None
304,Non-Target,No,0,None
305,Target,Yes,369,None
306,Target,Yes,327,None
307,Non-Target,No,0,None
308,Non-Target,No,0,None
309,Target,Yes,326,None
310,Non-Target,No,0,None
311,Non-Target,No,0,None
312,Target,Yes,273,None
313,Non-Target,Yes,325,Commission
314,Non-Target,No,0,None
315,Non-Target,No,0,None
316,Non-Target,No,0,None
317,Non-Target,No,0,None
318,Non-Target,No,0,None
319,Non-Target,No,0,None
320,Non-Target,No,0,None
321,Target,Yes,301,None
322,Non-Target,No,0,None
323,Target,Yes,292,None
324,Target,Yes,322,None
325,Non-Target,No,0,None
326,Non-Target,No,0,None
327,Target,Yes,311,None
328,Non-Target,No,0,None
329,Target,Yes,343,None
330,Non-Target,No,0,None
331,Target,Yes,321,None
332,Non-Target,No,0,None
333,Target,Yes,293,None
334,Non-Target,No,0,None
335,Non-Target,No,0,None
336,Target,Yes,311,None
337,Non-Target,No,0,None
338,Non-Target,No,0,None
339,Non-Target,No,0,None
340,Non-Target,No,0,None
341,Non-Target,No,0,None
342,Non-Target,No,0,None
343,Non-Target,No,0,None
344,Non-Target,No,0,None
345,Non-Target,No,0,None
346,Non-Target,No,0,None
347,Non-Target,No,0,None
348,Target,Yes,277,None
