Trial,StimulusType,Reaction,ReactionTime(ms),ErrorType
1,Non-Target,Yes,310,Commission
2,Non-Target,No,0,None
3,Non-Target,No,0,None
4,Target,Yes,253,None
5,Target,Yes,353,None
6,Non-Target,No,0,None
7,Non-Target,No,0,None
8,Non-Target,No,0,None
9,Non-Target,No,0,None
10,Non-Target,Yes,280,Commission
11,Non-Target,No,0,None
12,Target,Yes,309,None
13,Non-Target,No,0,None
14,Non-Target,No,0,None
15,Target,Yes,169,None
16,Non-Target,No,0,None
17,Non-Target,No,0,None
18,Target,Yes,192,None
19,Target,Yes,312,None
20,Target,Yes,367,None
21,Non-Target,No,0,None
22,Non-Target,Yes,234,Commission
23,Non-Target,No,0,None
24,Non-Target,Yes,366,Commission
25,Non-Target,No,0,None
26,Target,Yes,217,None
27,Non-Target,Yes,357,Commission
28,Non-Target,No,0,None
29,Non-Target,No,0,None
30,Non-Target,No,0,None
31,Non-Target,No,0,None
32,Non-Target,No,0,None
33,Non-Target,No,0,None
34,Non-Target,No,0,None
35,Target,Yes,296,None
36,Non-Target,No,0,None
37,Target,Yes,297,None
38,Non-Target,No,0,None
39,Non-Target,No,0,None
40,Non-Target,No,0,None
41,Non-Target,No,0,None
42,Non-Target,No,0,None
43,Non-Target,No,0,None
44,Non-Target,No,0,None
45,Target,Yes,215,None
46,Non-Target,No,0,None
47,Non-Target,No,0,None
48,Non-Target,No,0,None
49,Target,Yes,307,None
50,Target,Yes,219,None
51,Non-Target,No,0,None
52,Non-Target,No,0,None
53,Target,Yes,210,None
54,Target,Yes,282,None
55,Non-Target,No,0,None
56,Non-Target,No,0,None
57,Target,Yes,228,None
58,Non-Target,No,0,None
59,Target,Yes,177,None
60,Target,Yes,179,None
61,Non-Target,No,0,None
62,Non-Target,No,0,None
63,Target,Yes,247,None
64,Non-Target,No,0,None
65,Target,Yes,102,None
66,Non-Target,No,0,None
67,Non-Target,No,0,None
68,Non-Target,No,0,None
69,Target,Yes,274,None
70,Non-Target,No,0,None
71,Non-Target,No,0,None
72,Non-Target,No,0,None
73,Target,Yes,168,None
74,Non-Target,No,0,None
75,Target,Yes,204,None
76,Non-Target,No,0,None
77,Non-Target,No,0,None
78,Non-Target,No,0,None
79,Non-Target,No,0,None
80,Target,Yes,304,None
81,Non-Target,No,0,None
82,Non-Target,No,0,None
83,Target,Yes,228,None
84,Non-Target,No,0,None
85,Non-Target,No,0,None
86,Target,Yes,272,None
87,Non-Target,No,0,None
88,Target,Yes,194,None
89,Target,Yes,371,None
90,Non-Target,No,0,None
91,Non-Target,No,0,None
92,Non-Target,No,0,None
93,Non-Target,No,0,None
94,Non-Target,No,0,None
95,Non-Target,No,0,None
96,Non-Target,No,0,None
97,Non-Target,No,0,None
98,Non-Target,Yes,264,Commission
99,Non-Target,No,0,None
100,Target,Yes,268,None
101,Target,Yes,165,None
102,Target,Yes,267,None
103,Non-Target,No,0,None
104,Target,Yes,161,None
105,Non-Target,No,0,None
106,Target,Yes,278,None
107,Non-Target,No,0,None
108,Non-Target,No,0,None
109,Target,Yes,232,None
110,Non-Target,No,0,None
111,Non-Target,No,0,None
112,Target,Yes,232,None
113,Target,Yes,380,None
114,Target,Yes,340,None
115,Non-Target,No,0,None
116,Non-Target,No,0,None
117,Non-Target,No,0,None
118,Non-Target,No,0,None
119,Non-Target,No,0,None
120,Non-Target,No,0,None
121,Non-Target,No,0,None
122,Target,Yes,410,None
123,Target,Yes,244,None
124,Target,Yes,336,None
125,Non-Target,No,0,None
126,Target,Yes,239,None
127,Target,Yes,219,None
128,Target,Yes,220,None
129,Non-Target,No,0,None
130,Non-Target,No,0,None
131,Non-Target,No,0,None
132,Target,Yes,348,None
133,Non-Target,No,0,None
134,Target,Yes,194,None
135,Non-Target,No,0,None
136,Target,Yes,224,None
137,Non-Target,No,0,None
138,Target,Yes,351,None
139,Non-Target,No,0,None
140,Non-Target,No,0,None
141,Target,Yes,220,None
142,Non-Target,No,0,None
143,Target,Yes,222,None
144,Non-Target,No,0,None
145,Non-Target,No,0,None
146,Target,Yes,240,None
147,Target,Yes,215,None
148,Non-Target,No,0,None
149,Non-Target,No,0,None
150,Non-Target,No,0,None
151,Non-Target,Yes,232,Commission
152,Non-Target,No,0,None
153,Non-Target,No,0,None
154,Non-Target,No,0,None
155,Target,Yes,358,None
156,Non-Target,No,0,None
157,Target,Yes,269,None
158,Non-Target,No,0,None
159,Non-Target,No,0,None
160,Target,Yes,298,None
161,Non-Target,No,0,None
162,Non-Target,No,0,None
163,Non-Target,No,0,None
164,Non-Target,No,0,None
165,Non-Target,No,0,None
166,Target,Yes,309,None
167,Non-Target,No,0,None
168,Target,Yes,173,None
169,Target,Yes,315,None
170,Non-Target,No,0,None
171,Non-Target,No,0,None
172,Target,Yes,358,None
173,Non-Target,No,0,None
174,Non-Target,Yes,406,Commission
175,Non-Target,No,0,None
176,Non-Target,No,0,None
177,Target,Yes,381,None
178,Non-Target,No,0,None
179,Target,Yes,266,None
180,Non-Target,No,0,None
181,Non-Target,No,0,None
182,Target,Yes,265,None
183,Non-Target,No,0,None
184,Target,Yes,347,None
185,Non-Target,No,0,None
186,Target,Yes,369,None
187,Non-Target,No,0,None
188,Non-Target,No,0,None
189,Non-Target,No,0,None
190,Target,Yes,175,None
191,Non-Target,No,0,None
192,Non-Target,No,0,None
193,Non-Target,No,0,None
194,Non-Target,No,0,None
195,Target,Yes,260,None
196,Target,Yes,188,None
197,Non-Target,No,0,None
198,Non-Target,No,0,None
199,Non-Target,No,0,None
200,Target,Yes,277,None
201,Non-Target,No,0,None
202,Non-Target,No,0,None
203,Non-Target,No,0,None
204,Target,Yes,188,None
205,Non-Target,No,0,None
206,Target,Yes,225,None
207,Non-Target,No,0,None
208,Non-Target,No,0,None
209,Non-Target,No,0,None
210,Target,Yes,260,None
211,Non-Target,No,0,None
212,Target,Yes,156,None
213,Non-Target,No,0,None
214,Non-Target,Yes,260,Commission
215,Non-Target,No,0,None
216,Non-Target,No,0,None
217,Target,Yes,242,None
218,Non-Target,No,0,None
219,Target,Yes,331,None
220,Non-Target,No,0,None
221,Non-Target,No,0,None
222,Non-Target,No,0,None
223,Non-Target,No,0,None
224,Non-Target,No,0,None
225,Non-Target,No,0,None
226,Non-Target,No,0,None
227,Non-Target,No,0,None
228,Non-Target,No,0,None
229,Non-Target,No,0,None
230,Target,Yes,137,None
231,Non-Target,No,0,None
232,Non-Target,No,0,None
233,Non-Target,No,0,None
234,Non-Target,No,0,None
235,Non-Target,No,0,None
236,Non-Target,No,0,None
237,Target,Yes,154,None
238,Non-Target,No,0,None
239,Non-Target,No,0,None
240,Non-Target,No,0,None
241,Target,Yes,122,None
242,Non-Target,No,0,None
243,Non-Target,No,0,None
244,Non-Target,No,0,None
245,Non-Target,No,0,None
246,Non-Target,No,0,None
247,Non-Target,No,0,None
248,Non-Target,No,0,None
249,Non-Target,No,0,None
250,Target,Yes,228,None
251,Non-Target,No,0,None
252,Non-Target,No,0,None
253,Target,Yes,268,None
254,Non-Target,No,0,None
255,Target,Yes,153,None
256,Non-Target,No,0,None
257,Target,Yes,235,None
258,Non-Target,No,0,None
259,Non-Target,No,0,None
260,Non-Target,No,0,None
261,Target,Yes,174,None
262,Non-Target,No,0,None
263,Non-Target,No,0,None
264,Target,Yes,331,None
265,Target,Yes,173,None
266,Target,Yes,161,None
267,Target,Yes,361,None
268,Non-Target,No,0,None
269,Non-Target,No,0,None
270,Non-Target,Yes,214,Commission
271,Non-Target,No,0,None
272,Non-Target,No,0,None
273,Non-Target,No,0,None
274,Non-Target,No,0,None
275,Non-Target,No,0,None
276,Target,Yes,266,None
277,Non-Target,No,0,None
278,Non-Target,No,0,None
279,Non-Target,Yes,191,Commission
280,Target,Yes,271,None
281,Target,Yes,316,None
282,Non-Target,No,0,None
283,Non-Target,No,0,None
284,Non-Target,No,0,None
285,Non-Target,No,0,None
286,Non-Target,No,0,None
287,Non-Target,No,0,None
288,Non-Target,No,0,None
289,Target,Yes,334,None
290,Target,Yes,183,None
291,Non-Target,No,0,None
292,Target,Yes,332,None
293,Non-Target,No,0,None
294,Non-Target,No,0,None
295,Target,Yes,241,None
296,Non-Target,No,0,None
297,Non-Target,No,0,None
298,Non-Target,No,0,None
299,Non-Target,No,0,None
300,Target,Yes,130,None
301,Non-Target,No,0,None
302,Non-Target,No,0,None
303,Non-Target,No,0,None
304,Non-Target,No,0,None
305,Non-Target,No,0,None
306,Non-Target,No,0,None
307,Non-Target,No,0,None
308,Non-Target,No,0,None
309,Non-Target,No,0,None
310,Non-Target,No,0,None
311,Non-Target,No,0,None
312,Non-Target,No,0,None
313,Non-Target,No,0,None
314,Non-Target,No,0,None
315,Target,Yes,232,None
316,Non-Target,No,0,None
317,Non-Target,No,0,None
318,Target,Yes,215,None
319,Target,Yes,219,None
320,Non-Target,No,0,None
321,Non-Target,No,0,None
322,Non-Target,Yes,254,Commission
323,Target,Yes,218,None
324,Non-Target,No,0,None
325,Non-Target,No,0,None
326,Non-Target,No,0,None
327,Non-Target,No,0,None
328,Non-Target,No,0,None
329,Target,Yes,195,None
330,Non-Target,No,0,None
331,Non-Target,No,0,None
332,Non-Target,No,0,None
333,Target,Yes,309,None
334,Target,Yes,277,None
335,Non-Target,No,0,None
336,Non-Target,No,0,None
337,Target,Yes,272,None
338,Target,Yes,286,None
339,Non-Target,No,0,None
340,Non-Target,No,0,None
341,Non-Target,No,0,None
342,Non-Target,No,0,None
343,Non-Target,Yes,308,Commission
344,Non-Target,No,0,None
345,Target,Yes,235,None
346,Target,Yes,226,None
347,Non-Target,No,0,None
348,Non-Target,No,0,None
349,Non-Target,No,0,None
350,Non-Target,No,0,None
351,Non-Target,No,0,None
352,Target,Yes,214,None
353,Non-Target,No,0,None
354,Target,Yes,383,None
355,Target,Yes,363,None
356,Target,Yes,292,None
357,Non-Target,No,0,None
358,Target,Yes,254,None
359,Target,Yes,193,None
360,Non-Target,No,0,None
361,Target,Yes,167,None
362,Non-Target,No,0,None
363,Non-Target,No,0,None
364,Non-Target,No,0,None
365,Non-Target,No,0,None
366,Non-Target,No,0,None
367,Target,Yes,361,None
368,Target,Yes,231,None
369,Target,Yes,290,None
370,Non-Target,No,0,None
371,Target,Yes,266,None
372,Non-Target,No,0,None
373,Non-Target,No,0,None
374,Target,Yes,273,None
375,Non-Target,No,0,None
376,Non-Target,No,0,None
377,Non-Target,No,0,None
378,Target,Yes,253,None
379,Target,Yes,238,None
380,Non-Target,No,0,None
381,Target,Yes,269,None
382,Non-Target,No,0,None
383,Target,Yes,320,None
384,Non-Target,No,0,None
385,Target,Yes,93,None
386,Target,Yes,365,None
387,Non-Target,No,0,None
388,Non-Target,No,0,None
389,Non-Target,No,0,None
390,Target,Yes,310,None
391,Non-Target,No,0,None
392,Non-Target,No,0,None
393,Non-Target,No,0,None
394,Non-Target,No,0,None
395,Non-Target,No,0,None
396,Target,Yes,187,None
397,Non-Target,No,0,None
398,Non-Target,No,0,None
399,Non-Target,No,0,None
400,Non-Target,No,0,None
401,Non-Target,No,0,None
402,Target,No,0,Omission
403,Non-Target,No,0,None
404,Target,Yes,335,None
405,Non-Target,No,0,None
406,Target,Yes,319,None
407,Target,Yes,303,None
408,Non-Target,No,0,None
409,Non-Target,No,0,None
410,Target,Yes,246,None
411,Non-Target,No,0,None
412,Non-Target,No,0,None
413,Non-Target,Yes,204,Commission
414,Non-Target,No,0,None
415,Non-Target,No,0,None
416,Non-Target,No,0,None
417,Target,Yes,201,None
418,Target,Yes,205,None
419,Target,Yes,167,None
420,Non-Target,No,0,None
421,Non-Target,No,0,None
422,Non-Target,No,0,None
423,Non-Target,No,0,None
424,Target,Yes,383,None
425,Non-Target,No,0,None
426,Target,Yes,379,None
427,Non-Target,No,0,None
428,Non-Target,No,0,None
429,Non-Target,No,0,None
430,Non-Target,No,0,None
431,Non-Target,No,0,None
432,Non-Target,No,0,None
433,Non-Target,No,0,None
