Trial,StimulusType,Reaction,ReactionTime(ms),ErrorType
1,Non-Target,No,0,None
2,Non-Target,No,0,None
3,Target,Yes,439,None
4,Non-Target,No,0,None
5,Non-Target,No,0,None
6,Non-Target,No,0,None
7,Non-Target,No,0,None
8,Non-Target,No,0,None
9,Non-Target,No,0,None
10,Non-Target,No,0,None
11,Non-Target,No,0,None
12,Non-Target,No,0,None
13,Non-Target,No,0,None
14,Non-Target,No,0,None
15,Non-Target,No,0,None
16,Non-Target,No,0,None
17,Non-Target,No,0,None
18,Non-Target,No,0,None
19,Non-Target,No,0,None
20,Non-Target,No,0,None
21,Non-Target,No,0,None
22,Target,Yes,424,None
23,Non-Target,No,0,None
24,Non-Target,No,0,None
25,Target,Yes,520,None
26,Target,Yes,560,None
27,Target,Yes,512,None
28,Non-Target,No,0,None
29,Non-Target,No,0,None
30,Non-Target,No,0,None
31,Target,Yes,566,None
32,Non-Target,No,0,None
33,Non-Target,No,0,None
34,Non-Target,No,0,None
35,Target,Yes,480,None
36,Target,Yes,518,None
37,Target,Yes,546,None
38,Target,Yes,421,None
39,Non-Target,No,0,None
40,Target,Yes,424,None
41,Target,Yes,416,None
42,Target,Yes,400,None
43,Non-Target,Yes,408,Commission
44,Target,Yes,437,None
45,Non-Target,No,0,None
46,Target,Yes,381,None
47,Non-Target,No,0,None
48,Target,Yes,556,None
49,Non-Target,No,0,None
50,Non-Target,No,0,None
51,Non-Target,No,0,None
52,Non-Target,No,0,None
53,Non-Target,No,0,None
54,Target,Yes,533,None
55,Non-Target,No,0,None
56,Target,Yes,565,None
57,Target,Yes,449,None
58,Non-Target,No,0,None
59,Target,Yes,442,None
60,Target,Yes,421,None
61,Non-Target,No,0,None
62,Non-Target,No,0,None
63,Non-Target,No,0,None
64,Non-Target,No,0,None
65,Non-Target,No,0,None
66,Non-Target,No,0,None
67,Non-Target,No,0,None
68,Target,Yes,404,None
69,Non-Target,No,0,None
70,Non-Target,No,0,None
71,Non-Target,No,0,None
72,Non-Target,No,0,None
73,Non-Target,No,0,None
74,Non-Target,No,0,None
75,Non-Target,No,0,None
76,Non-Target,No,0,None
77,Target,Yes,525,None
78,Non-Target,No,0,None
79,Non-Target,No,0,None
80,Non-Target,No,0,None
81,Target,Yes,444,None
82,Non-Target,No,0,None
83,Target,Yes,460,None
84,Non-Target,No,0,None
85,Non-Target,No,0,None
86,Non-Target,No,0,None
87,Target,Yes,464,None
88,Non-Target,No,0,None
89,Target,Yes,526,None
90,Non-Target,No,0,None
91,Non-Target,No,0,None
92,Non-Target,No,0,None
93,Target,Yes,478,None
94,Non-Target,No,0,None
95,Non-Target,No,0,None
96,Non-Target,No,0,None
97,Non-Target,No,0,None
98,Non-Target,No,0,None
99,Non-Target,No,0,None
100,Target,Yes,472,None
101,Non-Target,No,0,None
102,Non-Target,No,0,None
103,Non-Target,No,0,None
104,Non-Target,Yes,533,Commission
105,Non-Target,No,0,None
106,Target,Yes,554,None
107,Target,Yes,435,None
108,Non-Target,No,0,None
109,Non-Target,No,0,None
110,Target,No,0,Omission
111,Target,Yes,393,None
112,Non-Target,No,0,None
113,Non-Target,No,0,None
114,Non-Target,No,0,None
115,Target,Yes,522,None
116,Target,Yes,316,None
117,Target,No,0,Omission
118,Non-Target,No,0,None
119,Non-Target,No,0,None
120,Non-Target,No,0,None
121,Non-Target,No,0,None
122,Non-Target,No,0,None
123,Non-Target,No,0,None
124,Non-Target,No,0,None
125,Non-Target,No,0,None
126,Target,No,0,Omission
127,Non-Target,No,0,None
128,Target,Yes,460,None
129,Target,Yes,553,None
130,Non-Target,No,0,None
131,Target,Yes,472,None
132,Target,Yes,451,None
133,Non-Target,No,0,None
134,Target,No,0,Omission
135,Target,Yes,463,None
136,Non-Target,No,0,None
137,Non-Target,No,0,None
138,Non-Target,No,0,None
139,Target,Yes,450,None
140,Target,Yes,468,None
141,Non-Target,No,0,None
142,Non-Target,No,0,None
143,Target,Yes,380,None
144,Non-Target,No,0,None
145,Non-Target,No,0,None
146,Non-Target,No,0,None
147,Target,Yes,386,None
148,Target,Yes,523,None
149,Non-Target,No,0,None
150,Non-Target,No,0,None
151,Non-Target,No,0,None
152,Non-Target,No,0,None
153,Non-Target,No,0,None
154,Non-Target,No,0,None
155,Non-Target,No,0,None
156,Non-Target,No,0,None
157,Non-Target,No,0,None
158,Non-Target,No,0,None
159,Target,Yes,526,None
160,Target,Yes,494,None
161,Non-Target,No,0,None
162,Non-Target,No,0,None
163,Target,Yes,304,None
164,Non-Target,No,0,None
165,Non-Target,No,0,None
166,Non-Target,No,0,None
167,Non-Target,No,0,None
168,Non-Target,No,0,None
169,Target,Yes,529,None
170,Non-Target,No,0,None
171,Target,Yes,418,None
172,Non-Target,No,0,None
173,Target,Yes,411,None
174,Non-Target,No,0,None
175,Non-Target,No,0,None
176,Non-Target,No,0,None
177,Non-Target,No,0,None
178,Target,No,0,Omission
179,Non-Target,No,0,None
180,Target,Yes,411,None
181,Target,Yes,501,None
182,Non-Target,No,0,None
183,Non-Target,No,0,None
184,Non-Target,No,0,None
185,Non-Target,No,0,None
186,Non-Target,No,0,None
187,Non-Target,No,0,None
188,Non-Target,No,0,None
189,Non-Target,No,0,None
190,Non-Target,No,0,None
191,Non-Target,No,0,None
192,Non-Target,No,0,None
193,Non-Target,No,0,None
194,Non-Target,No,0,None
195,Target,Yes,430,None
196,Non-Target,No,0,None
197,Non-Target,No,0,None
198,Non-Target,No,0,None
199,Target,Yes,471,None
200,Non-Target,No,0,None
201,Target,Yes,402,None
202,Target,Yes,492,None
203,Target,Yes,323,None
204,Non-Target,No,0,None
205,Target,Yes,333,None
206,Target,Yes,420,None
207,Target,Yes,486,None
208,Target,Yes,480,None
209,Non-Target,No,0,None
210,Non-Target,No,0,None
211,Non-Target,No,0,None
212,Non-Target,No,0,None
213,Non-Target,No,0,None
214,Target,Yes,507,None
215,Non-Target,No,0,None
216,Target,Yes,458,None
217,Non-Target,No,0,None
218,Non-Target,No,0,None
219,Target,Yes,497,None
220,Target,Yes,500,None
221,Non-Target,No,0,None
222,Non-Target,No,0,None
223,Non-Target,No,0,None
224,Target,Yes,528,None
225,Non-Target,No,0,None
226,Target,Yes,490,None
227,Non-Target,No,0,None
228,Target,Yes,506,None
229,Non-Target,No,0,None
230,Non-Target,No,0,None
231,Non-Target,No,0,None
232,Non-Target,No,0,None
233,Non-Target,No,0,None
234,Non-Target,No,0,None
235,Non-Target,No,0,None
236,Non-Target,No,0,None
237,Non-Target,No,0,None
238,Target,Yes,556,None
239,Non-Target,No,0,None
240,Target,Yes,452,None
241,Non-Target,No,0,None
242,Target,Yes,408,None
243,Non-Target,No,0,None
244,Non-Target,No,0,None
245,Target,Yes,549,None
246,Target,Yes,396,None
