Trial,StimulusType,Reaction,ReactionTime(ms),ErrorType
1,Non-Target,No,0,None
2,Non-Target,No,0,None
3,Non-Target,No,0,None
4,Non-Target,No,0,None
5,Non-Target,No,0,None
6,Target,Yes,337,None
7,Non-Target,No,0,None
8,Target,Yes,321,None
9,Non-Target,No,0,None
10,Non-Target,No,0,None
11,Non-Target,No,0,None
12,Non-Target,No,0,None
13,Target,Yes,267,None
14,Non-Target,No,0,None
15,Non-Target,No,0,None
16,Non-Target,No,0,None
17,Non-Target,No,0,None
18,Non-Target,No,0,None
19,Non-Target,No,0,None
20,Non-Target,No,0,None
21,Non-Target,No,0,None
22,Non-Target,No,0,None
23,Non-Target,No,0,None
24,Non-Target,Yes,260,Commission
25,Non-Target,No,0,None
26,Non-Target,No,0,None
27,Target,Yes,204,None
28,Non-Target,No,0,None
29,Target,Yes,290,None
30,Non-Target,No,0,None
31,Non-Target,No,0,None
32,Non-Target,No,0,None
33,Non-Target,No,0,None
34,Non-Target,No,0,None
35,Non-Target,No,0,None
36,Non-Target,No,0,None
37,Non-Target,No,0,None
38,Target,Yes,313,None
39,Non-Target,No,0,None
40,Non-Target,No,0,None
41,Target,Yes,278,None
42,Target,Yes,209,None
43,Target,Yes,336,None
44,Non-Target,No,0,None
45,Target,Yes,291,None
46,Non-Target,No,0,None
47,Non-Target,No,0,None
48,Non-Target,No,0,None
49,Non-Target,No,0,None
50,Non-Target,No,0,None
51,Non-Target,No,0,None
52,Non-Target,No,0,None
53,Target,Yes,260,None
54,Non-Target,No,0,None
55,Non-Target,No,0,None
56,Non-Target,No,0,None
57,Non-Target,No,0,None
58,Non-Target,No,0,None
59,Target,Yes,244,None
60,Target,Yes,299,None
61,Non-Target,Yes,227,Commission
62,Non-Target,No,0,None
63,Target,Yes,188,None
64,Target,Yes,241,None
65,Non-Target,No,0,None
66,Non-Target,No,0,None
67,Target,Yes,267,None
68,Non-Target,No,0,None
69,Non-Target,No,0,None
70,Non-Target,No,0,None
71,Target,Yes,254,None
72,Non-Target,No,0,None
73,Target,Yes,224,None
74,Non-Target,Yes,207,Commission
75,Non-Target,No,0,None
76,Non-Target,No,0,None
77,Non-Target,No,0,None
78,Non-Target,No,0,None
79,Non-Target,No,0,None
80,Non-Target,No,0,None
81,Non-Target,No,0,None
82,Non-Target,No,0,None
83,Non-Target,No,0,None
84,Non-Target,No,0,None
85,Non-Target,No,0,None
86,Non-Target,No,0,None
87,Target,Yes,274,None
88,Non-Target,No,0,None
89,Non-Target,No,0,None
90,Non-Target,No,0,None
91,Non-Target,No,0,None
92,Target,Yes,242,None
93,Target,Yes,148,None
94,Non-Target,No,0,None
95,Target,Yes,220,None
96,Target,Yes,312,None
97,Non-Target,No,0,None
98,Target,Yes,133,None
99,Non-Target,No,0,None
100,Non-Target,No,0,None
101,Non-Target,No,0,None
102,Non-Target,No,0,None
103,Non-Target,Yes,246,Commission
104,Non-Target,No,0,None
105,Target,Yes,267,None
106,Non-Target,No,0,None
107,Non-Target,No,0,None
108,Non-Target,No,0,None
109,Non-Target,No,0,None
110,Non-Target,No,0,None
111,Target,Yes,275,None
112,Target,Yes,178,None
113,Non-Target,No,0,None
114,Target,Yes,311,None
115,Target,Yes,204,None
116,Non-Target,No,0,None
117,Target,Yes,161,None
118,Non-Target,No,0,None
119,Target,Yes,214,None
120,Non-Target,No,0,None
121,Target,Yes,241,None
122,Non-Target,No,0,None
123,Non-Target,No,0,None
124,Non-Target,No,0,None
125,Non-Target,No,0,None
126,Non-Target,No,0,None
127,Non-Target,No,0,None
128,Non-Target,No,0,None
129,Non-Target,No,0,None
130,Target,Yes,292,None
131,Non-Target,No,0,None
132,Non-Target,No,0,None
133,Non-Target,No,0,None
134,Non-Target,No,0,None
135,Non-Target,No,0,None
136,Non-Target,No,0,None
137,Non-Target,No,0,None
138,Non-Target,No,0,None
139,Non-Target,No,0,None
140,Non-Target,No,0,None
141,Target,Yes,166,None
142,Target,Yes,253,None
143,Non-Target,No,0,None
144,Non-Target,No,0,None
145,Non-Target,No,0,None
146,Non-Target,No,0,None
147,Target,Yes,283,None
148,Non-Target,No,0,None
149,Non-Target,No,0,None
150,Target,Yes,195,None
151,Non-Target,No,0,None
152,Non-Target,No,0,None
153,Non-Target,No,0,None
154,Target,No,0,Omission
155,Non-Target,No,0,None
156,Target,Yes,247,None
157,Target,Yes,204,None
158,Non-Target,Yes,248,Commission
159,Target,No,0,Omission
160,Non-Target,No,0,None
161,Non-Target,No,0,None
162,Non-Target,No,0,None
163,Target,Yes,243,None
164,Non-Target,No,0,None
165,Non-Target,No,0,None
166,Non-Target,No,0,None
167,Target,Yes,247,None
168,Target,Yes,250,None
169,Target,Yes,192,None
170,Non-Target,No,0,None
171,Non-Target,No,0,None
172,Non-Target,No,0,None
173,Non-Target,No,0,None
174,Non-Target,No,0,None
175,Non-Target,No,0,None
176,Target,Yes,232,None
177,Target,Yes,219,None
178,Target,Yes,220,None
179,Target,Yes,264,None
180,Non-Target,No,0,None
181,Target,Yes,205,None
182,Non-Target,No,0,None
183,Non-Target,No,0,None
184,Target,Yes,307,None
185,Non-Target,No,0,None
186,Non-Target,No,0,None
187,Non-Target,No,0,None
188,Target,Yes,221,None
189,Non-Target,Yes,276,Commission
190,Non-Target,No,0,None
191,Non-Target,Yes,290,Commission
192,Target,Yes,250,None
193,Target,Yes,324,None
194,Non-Target,No,0,None
195,Non-Target,Yes,219,Commission
196,Non-Target,No,0,None
197,Non-Target,No,0,None
198,Target,Yes,256,None
199,Target,Yes,289,None
200,Target,Yes,310,None
201,Non-Target,No,0,None
202,Non-Target,No,0,None
203,Non-Target,No,0,None
204,Non-Target,No,0,None
205,Non-Target,No,0,None
206,Non-Target,No,0,None
207,Target,Yes,323,None
208,Target,Yes,346,None
209,Non-Target,No,0,None
210,Target,Yes,256,None
211,Non-Target,No,0,None
212,Non-Target,No,0,None
213,Non-Target,No,0,None
214,Non-Target,No,0,None
215,Target,Yes,243,None
216,Non-Target,No,0,None
217,Target,Yes,154,None
218,Target,Yes,232,None
219,Target,Yes,260,None
220,Non-Target,No,0,None
221,Non-Target,No,0,None
222,Non-Target,No,0,None
223,Target,Yes,269,None
224,Non-Target,No,0,None
225,Target,Yes,319,None
226,Target,Yes,249,None
227,Non-Target,No,0,None
228,Non-Target,No,0,None
229,Non-Target,No,0,None
230,Non-Target,No,0,None
231,Non-Target,No,0,None
232,Non-Target,No,0,None
233,Non-Target,No,0,None
234,Non-Target,No,0,None
235,Non-Target,Yes,279,Commission
236,Non-Target,No,0,None
237,Target,Yes,218,None
238,Non-Target,No,0,None
239,Target,Yes,248,None
240,Non-Target,No,0,None
241,Target,Yes,317,None
242,Non-Target,No,0,None
243,Non-Target,No,0,None
