Trial,StimulusType,Reaction,ReactionTime(ms),ErrorType
1,Non-Target,No,0,None
2,Non-Target,No,0,None
3,Non-Target,No,0,None
4,Non-Target,No,0,None
5,Non-Target,No,0,None
6,Non-Target,No,0,None
7,Non-Target,No,0,None
8,Non-Target,No,0,None
9,Non-Target,No,0,None
10,Non-Target,No,0,None
11,Non-Target,No,0,None
12,Non-Target,No,0,None
13,Non-Target,No,0,None
14,Non-Target,No,0,None
15,Non-Target,No,0,None
16,Non-Target,No,0,None
17,Non-Target,No,0,None
18,Non-Target,No,0,None
19,Non-Target,No,0,None
20,Non-Target,No,0,None
21,Non-Target,No,0,None
22,Non-Target,No,0,None
23,Target,Yes,377,None
24,Non-Target,No,0,None
25,Target,Yes,325,None
26,Non-Target,No,0,None
27,Non-Target,No,0,None
28,Target,Yes,405,None
29,Non-Target,No,0,None
30,Non-Target,No,0,None
31,Non-Target,No,0,None
32,Non-Target,No,0,None
33,Target,Yes,394,None
34,Non-Target,No,0,None
35,Non-Target,No,0,None
36,Non-Target,No,0,None
37,Target,Yes,434,None
38,Non-Target,No,0,None
39,Target,Yes,402,None
40,Non-Target,No,0,None
41,Target,Yes,375,None
42,Target,Yes,334,None
43,Non-Target,No,0,None
44,Non-Target,No,0,None
45,Non-Target,No,0,None
46,Target,Yes,387,None
47,Non-Target,No,0,None
48,Non-Target,No,0,None
49,Non-Target,No,0,None
50,Non-Target,Yes,365,Commission
51,Non-Target,No,0,None
52,Non-Target,No,0,None
53,Target,Yes,399,None
54,Non-Target,No,0,None
55,Target,No,0,Omission
56,Non-Target,No,0,None
57,Non-Target,No,0,None
58,Non-Target,No,0,None
59,Non-Target,No,0,None
60,Non-Target,No,0,None
61,Non-Target,No,0,None
62,Non-Target,No,0,None
63,Target,Yes,358,None
64,Non-Target,No,0,None
65,Non-Target,No,0,None
66,Non-Target,No,0,None
67,Target,Yes,406,None
68,Non-Target,No,0,None
69,Non-Target,No,0,None
70,Non-Target,No,0,None
71,Non-Target,No,0,None
72,Non-Target,No,0,None
73,Non-Target,No,0,None
74,Non-Target,No,0,None
75,Non-Target,No,0,None
76,Non-Target,No,0,None
77,Non-Target,No,0,None
78,Non-Target,No,0,None
79,Non-Target,No,0,None
80,Non-Target,No,0,None
81,Non-Target,No,0,None
82,Target,Yes,405,None
83,Target,No,0,Omission
84,Non-Target,No,0,None
85,Non-Target,No,0,None
86,Non-Target,No,0,None
87,Target,Yes,337,None
88,Non-Target,No,0,None
89,Non-Target,No,0,None
90,Non-Target,No,0,None
91,Non-Target,No,0,None
92,Non-Target,No,0,None
93,Non-Target,No,0,None
94,Non-Target,No,0,None
95,Non-Target,No,0,None
96,Non-Target,No,0,None
97,Target,Yes,340,None
98,Non-Target,No,0,None
99,Target,No,0,Omission
100,Non-Target,No,0,None
101,Target,Yes,403,None
102,Non-Target,No,0,None
103,Target,Yes,342,None
104,Non-Target,No,0,None
105,Non-Target,No,0,None
106,Non-Target,No,0,None
107,Target,Yes,336,None
108,Target,Yes,396,None
109,Non-Target,No,0,None
110,Non-Target,No,0,None
111,Target,Yes,333,None
112,Target,Yes,419,None
113,Non-Target,No,0,None
114,Non-Target,No,0,None
115,Non-Target,No,0,None
116,Non-Target,No,0,None
117,Non-Target,No,0,None
118,Target,Yes,422,None
119,Non-Target,No,0,None
120,Target,Yes,411,None
121,Non-Target,No,0,None
122,Target,Yes,368,None
123,Target,No,0,Omission
124,Non-Target,No,0,None
125,Non-Target,No,0,None
126,Non-Target,No,0,None
127,Target,Yes,416,None
128,Non-Target,No,0,None
129,Non-Target,No,0,None
130,Target,Yes,328,None
131,Non-Target,No,0,None
132,Non-Target,No,0,None
133,Non-Target,No,0,None
134,Non-Target,No,0,None
135,Target,Yes,349,None
136,Non-Target,No,0,None
137,Non-Target,No,0,None
138,Non-Target,No,0,None
139,Non-Target,No,0,None
140,Non-Target,No,0,None
141,Target,Yes,325,None
142,Target,Yes,408,None
143,Non-Target,No,0,None
144,Non-Target,No,0,None
145,Target,No,0,Omission
146,Target,No,0,Omission
147,Target,Yes,320,None
148,Non-Target,No,0,None
149,Target,Yes,310,None
150,Target,Yes,368,None
151,Non-Target,No,0,None
152,Non-Target,No,0,None
153,Target,Yes,345,None
154,Non-Target,No,0,None
155,Non-Target,No,0,None
156,Non-Target,No,0,None
157,Non-Target,No,0,None
158,Non-Target,No,0,None
159,Non-Target,No,0,None
160,Non-Target,No,0,None
161,Non-Target,No,0,None
162,Non-Target,No,0,None
163,Non-Target,No,0,None
164,Target,Yes,340,None
165,Target,Yes,328,None
166,Non-Target,No,0,None
167,Target,Yes,422,None
168,Target,Yes,400,None
169,Non-Target,No,0,None
170,Non-Target,No,0,None
171,Non-Target,No,0,None
172,Target,Yes,347,None
173,Non-Target,Yes,325,Commission
174,Non-Target,No,0,None
175,Non-Target,No,0,None
176,Non-Target,No,0,None
177,Non-Target,No,0,None
178,Non-Target,No,0,None
179,Target,Yes,326,None
180,Non-Target,No,0,None
181,Target,Yes,348,None
182,Target,Yes,325,None
183,Non-Target,No,0,None
184,Non-Target,No,0,None
185,Non-Target,No,0,None
186,Target,Yes,314,None
187,Non-Target,Yes,403,Commission
188,Non-Target,No,0,None
189,Target,Yes,353,None
190,Non-Target,No,0,None
191,Non-Target,No,0,None
192,Non-Target,No,0,None
193,Non-Target,No,0,None
194,Target,Yes,395,None
195,Target,Yes,392,None
196,Target,Yes,345,None
197,Non-Target,No,0,None
198,Target,Yes,379,None
199,Non-Target,No,0,None
200,Non-Target,No,0,None
201,Non-Target,No,0,None
202,Target,Yes,326,None
203,Target,Yes,408,None
204,Non-Target,No,0,None
205,Target,Yes,385,None
206,Non-Target,No,0,None
207,Non-Target,No,0,None
208,Non-Target,No,0,None
209,Target,Yes,370,None
210,Non-Target,No,0,None
211,Non-Target,No,0,None
212,Target,Yes,444,None
213,Non-Target,No,0,None
214,Non-Target,Yes,365,Commission
215,Non-Target,No,0,None
216,Non-Target,No,0,None
217,Non-Target,No,0,None
218,Target,Yes,349,None
219,Non-Target,No,0,None
220,Non-Target,No,0,None
221,Non-Target,No,0,None
222,Target,Yes,432,None
223,Target,Yes,409,None
224,Non-Target,No,0,None
225,Target,Yes,369,None
226,Non-Target,No,0,None
227,Target,Yes,310,None
228,Non-Target,No,0,None
229,Target,Yes,277,None
230,Non-Target,No,0,None
231,Target,No,0,Omission
232,Non-Target,Yes,355,Commission
233,Target,Yes,392,None
234,Target,No,0,Omission
235,Target,No,0,Omission
236,Non-Target,No,0,None
237,Non-Target,No,0,None
238,Target,Yes,338,None
239,Non-Target,No,0,None
240,Non-Target,No,0,None
241,Non-Target,No,0,None
242,Non-Target,No,0,None
243,Target,Yes,306,None
244,Non-Target,Yes,362,Commission
